02M150,P.S. 150,DOE,Elementary,"PK,0K,01,02,03,04,05",Jul 1 2000,334 GREENWICH STREET,MANHATTAN,NY,10013,Jennifer Bonnet,2,A,A,A,B,,A,A,B,82,4.9,34.1,36.6,24.4,82,3.7,24.4,42.7,29.3
02M151,Yorkville Community School,DOE,Early Childhood,"0K,01,02,03,04,SE",Jul 1 2009,421 EAST 88 STREET,MANHATTAN,NY,10128,SAMANTHA KAPLAN,2,A,A,A,B,,C,C,B,82,17.1,28,29.3,25.6,80,16.3,31.3,42.5,10
02M158,P.S. 158 Bayard Taylor,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1898,1458 YORK AVENUE,MANHATTAN,NY,10075,Darryl Alhadeff,2,C,B,B,C,,,,,336,6.3,17.3,39.6,36.9,331,9.7,23.9,44.7,21.8
02M167,J.H.S. 167 Robert F. Wagner,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1956,220 EAST 76 STREET,MANHATTAN,NY,10021,JENNIFER REHN,2,A,B,A,C,,B,B,A,1183,12.5,33.7,29.1,24.7,1173,12.1,36.3,33.1,18.5
02M177,Yorkville East Middle School,DOE,Junior High-Intermediate-Middle,6,Jul 1 2014,1458 YORK AVENUE,MANHATTAN,NY,10075,CHRISTINA RIGGIO,2,A,A,A,B,,B,A,B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M183,P.S. 183 Robert L. Stevenson,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1904,419 EAST 66 STREET,MANHATTAN,NY,10065,Tara Napoleoni,2,A,A,A,C,,B,B,B,277,8.7,19.9,30.3,41.2,270,11.9,26.7,35.9,25.6
02M198,P.S. 198 Isador E. Ida Straus,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1960,1700 3 AVENUE,MANHATTAN,NY,10128,Nancy Emerick,2,F,D,F,F,,D,C,B,217,35.9,40.1,17.5,6.5,215,38.6,43.3,16.7,1.4
02M212,P.S. 212 Midtown West,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1999,328 WEST 48 STREET,MANHATTAN,NY,10036,Ryan Bourke,2,A,B,A,A,,B,B,A,163,5.5,23.3,28.8,42.3,163,9.8,27,41.7,21.5
02M217,P.S./I.S. 217 Roosevelt Island,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1999,645 MAIN STREET,MANHATTAN,NY,10044,MANDANA BECKMAN,2,B,B,B,C,,D,D,B,187,27.3,34.2,22.5,16,180,28.3,34.4,30,7.2
02M225,Ella Baker School,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08",Jul 1 1999,317 EAST 67 STREET,MANHATTAN,NY,10065,LAURA GARCIA,2,C,C,C,C,,C,C,B,97,21.6,47.4,23.7,7.2,98,11.2,50,31.6,7.1
02M234,P.S. 234 Independence School,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1988,292 GREENWICH STREET,MANHATTAN,NY,10007,LISA RIPPERGER,2,B,C,B,B,,C,A,B,431,11.1,25.1,34.6,29.2,430,9.3,30.5,40.7,19.5
02M255,M.S. 255 Salk School of Science,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jun 21 2000,319 EAST 19 STREET,MANHATTAN,NY,10003,Rhonda Perry,2,A,A,A,A,,A,A,B,377,5.3,14.3,39.3,41.1,378,3.2,9,33.9,54
02M260,M.S. 260 Clinton School Writers & Artists,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jun 21 2000,425 WEST 33RD STREET,MANHATTAN,NY,10001,Jonathan Levin,2,A,A,A,A,,A,B,A,240,12.1,27.5,35.4,25,240,6.3,32.5,36.7,24.6
02M267,"East Side Elementary School, PS 267",DOE,Elementary,"PK,0K,01,02,03,SE",Jul 1 2010,213 EAST 63RD STREET,MANHATTAN,NY,10065,"MCEVOY, MEDEA",2,A,A,A,B,,C,A,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M276,BATTERY PARK CITY SCHOOL,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 2009,55 BATTERY PLACE,MANHATTAN,NY,10001,THERESA RUYTER,2,B,C,A,C,B,A,A,A,379,7.9,27.4,38,26.6,376,8.2,27.7,44.9,19.1
02M280,Manhattan Early College School for Advertising (P-Tech),DOE,High school,"09,10,11,12",Jul 1 2014,411 PEARL STREET,MANHATTAN,NY,10038,,2,A,A,A,A,,C,B,B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M281,The River School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 2013,425 EAST 35TH STREET,NEW YORK,NY,10016,Nicole Ziccardi Yerk,2,A,B,A,A,,A,A,A,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M282,Urban Assembly Maker Academy,DOE,High school,"09,10,11,12",Jul 1 2014,411 PEARL STREET,MANHATTAN,NY,10038,LUKE BAUER,2,C,C,C,A,C,B,B,A,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M288,Food and Finance High School,DOE,High school,"09,10,11,12,SE",Sep 8 2004,525 WEST 50TH STREET,MANHATTAN,NY,10019,ROGER TURGEON,2,A,B,B,B,C,A,A,A,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M289,I.S. 289,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",May 27 1998,201 WARREN STREET,MANHATTAN,NY,10282,Zeynep Ozkan,2,A,B,A,C,B,A,A,A,276,10.9,30.1,32.6,26.4,277,6.1,35,35.4,23.5
02M290,P.S. 290 Manhattan New School,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1999,311 EAST 82 STREET,MANHATTAN,NY,10028,SHARON HILL,2,C,C,C,C,B,C,B,B,350,4.6,17.1,38.6,39.7,346,2.6,29.2,44.5,23.7
02M294,Essex Street Academy,DOE,High school,"09,10,11,12,SE",Sep 8 2004,350 GRAND STREET,MANHATTAN,NY,10002,Erin Carstensen,2,B,B,B,B,A,A,B,B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M296,High School of Hospitality Management,DOE,High school,"09,10,11,12,SE",Sep 8 2004,525 WEST 50TH STREET,MANHATTAN,NY,10019,YVES MOMPOINT JR,2,B,C,B,C,B,A,C,B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M298,Pace High School,DOE,High school,"09,10,11,12,SE",Sep 8 2004,100 HESTER STREET,MANHATTAN,NY,10002,YVETTE SY,2,C,C,B,B,B,A,A,A,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M300,"Urban Assembly School of Design and Construction, The",DOE,High school,"09,10,11,12,SE",Sep 8 2004,525 WEST 50TH STREET,MANHATTAN,NY,10019,Matthew Willoughby,2,A,A,A,A,,A,A,A,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M303,"Facing History School, The",DOE,High school,"09,10,11,12,SE",Jul 1 2005,525 WEST 50TH STREET,MANHATTAN,NY,10019,Dana Panagot,2,B,B,A,C,A,C,C,D,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M305,"Urban Assembly Academy of Government and Law, The",DOE,High school,"09,10,11,12,SE",Jul 1 2005,350 GRAND STREET,MANHATTAN,NY,10002,DAVID GLASNER,2,C,C,B,C,B,B,B,B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
02M308,Lower Manhattan Arts Academy,DOE,High school,"09,10,11,12,SE",Jul 1 2005,350 GRAND STREET,MANHATTAN,NY,10002,JOHN WENK,2,,,,,,C,A,B,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
