system_code,name,manged_by,category,grades,open_date,address,city,state,zip,principal_name,district_code,pr_overall,progress_grade,performance_grade,env_grade,readiness_grade,2012_grade,2011_grade,2010_grade,,,,,,,,
06M462,The College Academy,DOE,High school,"09,10,11,12,SE",May 11 1999,549 AUDUBON AVENUE,MANHATTAN,NY,10040,Peter Sloman,6,C,C,C,C,.,C,A,A,,,,,,,,
06M463,High School for Media and Communications,DOE,High school,"09,10,11,12,SE",May 11 1999,549 AUDUBON AVENUE,MANHATTAN,NY,10040,Ronni Michelen,6,D,D,F,B,.,B,B,B,,,,,,,,
06M467,High School for Law and Public Service,DOE,High school,"09,10,11,12,SE",May 11 1999,549 AUDUBON AVENUE,MANHATTAN,NY,10040,NICHOLAS POLITIS,6,C,C,C,A,.,B,C,C,,,,,,,,
06M468,High School for Health Careers and Sciences,DOE,High school,"09,10,11,12,SE",May 11 1999,549 AUDUBON AVENUE,MANHATTAN,NY,10040,Javier Trejo,6,C,D,C,A,B,B,,,,,,,,,,
06M513,Castle Bridge School,DOE,Elementary,"PK,0K,01,02,SE",Jul 1 2012,560 WEST 169 STREET,MANHATTAN,NY,10032,Julia Zuckerman,6,A,A,A,A,.,A,A,B,,,,,,,,
06M528,I.S. 528 Bea Fuller Rodgers School,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1925,180 WADSWORTH AVENUE,MANHATTAN,NY,10033,Kristy Dela Cruz,6,B,B,D,A,C,A,,,,,,,,,,
06M540,A. Philip Randolph Campus High School,DOE,High school,"09,10,11,12,SE",Jul 1 1926,443 WEST 135 STREET,MANHATTAN,NY,10031,David Fanning,6,C,C,D,A,.,A,A,A,,,,,,,,
06M552,Gregorio Luperon High School for Science and Mathematics,DOE,High school,"09,10,11,12",Jun 5 1996,501 WEST 165TH,MANHATTAN,NY,10032,JUAN VILLAR,6,A,A,A,B,.,A,B,B,,,,,,,,
07X001,P.S. 001 Courtlandt School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1961,335 EAST 152 STREET,BRONX,NY,10451,JORGE PERDOMO,7,F,F,D,F,.,C,A,C,,,,,,,,
07X005,PS 5 Port Morris,DOE,Elementary,"PK,0K,01,02,03,04,05,06,07,SE",Jul 1 1961,564 JACKSON AVENUE,BRONX,NY,10455,MARY PADILLA,7,.,.,.,.,.,,,,,,,,,,,
07X018,P.S. 018 John Peter Zenger,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1952,502 MORRIS AVENUE,BRONX,NY,10451,Lauren Sewell Walker,7,A,A,A,A,A,A,A,A,,,,,,,,
07X025,P.S. 025 Bilingual School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1897,811 EAST 149 STREET,BRONX,NY,10455,CARMEN TOLEDO,7,B,B,B,A,B,B,C,A,,,,,,,,
07X029,P.S./M.S. 029 Melrose School,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Jul 1 1963,758 COURTLANDT AVENUE,BRONX,NY,10451,Meredith Gotlin,7,C,C,C,C,C,B,C,B,,,,,,,,
07X030,P.S. 030 Wilton,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,510 EAST 141 STREET,BRONX,NY,10454,Debra Michaux,7,B,B,B,A,B,B,A,A,,,,,,,,
07X031,P.S./M.S. 031 The William Lloyd Garrison,DOE,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",Sep 1 1899,250 EAST 156 STREET,BRONX,NY,10451,JAYNE HUNNEWELL,7,D,D,C,B,C,C,D,B,,,,,,,,
07X043,P.S. 043 Jonas Bronck,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1906,165 BROWN PLACE,BRONX,NY,10454,GIOVANNA DELUCCHI,7,C,C,C,B,.,C,D,C,,,,,,,,
07X049,P.S. 049 Willis Avenue,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1965,383 EAST 139 STREET,BRONX,NY,10454,Frank Hernandez,7,C,C,C,B,B,D,C,C,,,,,,,,
07X065,P.S. 065 Mother Hale Academy,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,677 EAST 141 STREET,BRONX,NY,10454,Jasmine Gonzalez,7,A,B,B,A,A,A,A,A,,,,,,,,
07X151,J.H.S. 151 Lou Gehrig,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1971,250 EAST 156 STREET,BRONX,NY,10451,Socorro Rivera,7,B,B,C,B,.,C,D,C,,,,,,,,
07X154,P.S. 154 Jonathan D. Hyatt,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1962,333 EAST 135 STREET,BRONX,NY,10454,Alison Coviello,7,C,C,D,C,.,B,B,C,,,,,,,,
07X157,P.S. 157 Grove Hill,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1967,757 CAULDWELL AVENUE,BRONX,NY,10456,RAMONA DURAN,7,C,C,C,D,.,C,A,C,,,,,,,,
07X161,P.S. 161 Ponce De Leon,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1968,628 TINTON AVENUE,BRONX,NY,10455,Eliamarie Soto,7,B,B,B,A,.,A,B,A,,,,,,,,
07X162,J.H.S. 162 Lola Rodriguez De Tio,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1971,600 SAINT ANN'S AVENUE,BRONX,NY,10455,Angel Fani,7,B,B,C,B,.,C,D,C,,,,,,,,
07X179,P.S. 179,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 2001,468 EAST 140 STREET,BRONX,NY,10454,SHERRY FONT WILLIAMS,7,B,A,D,C,.,B,A,A,,,,,,,,
07X203,M.S. 203,DOE,Junior High-Intermediate-Middle,"07,08,SE",Jul 1 2001,339 MORRIS AVENUE,BRONX,NY,10451,William Hewlett Jr,7,B,B,C,B,.,C,C,C,,,,,,,,
07X221,South Bronx Preparatory: A College Board School,DOE,Secondary School,"06,07,08,09,10,11,12,SE",Sep 8 2004,360 EAST 145 STREET,BRONX,NY,10454,ELLEN REDDON FLANAGAN,7,B,C,B,B,.,A,A,A,,,,,,,,
07X223,M.S. 223 The Laboratory School of Finance and Technology,DOE,Junior High-Intermediate-Middle,"06,07,08,09,SE",Jul 1 2003,360 EAST 145 STREET,BRONX,NY,10454,Ramon Gonzalez,7,D,F,B,C,.,A,B,C,,,,,,,,
07X224,P.S. / I.S. 224,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2003,345 BROOK AVENUE,BRONX,NY,10454,SOJOURNER WELCH-DAVID,7,B,B,C,C,.,B,B,C,,,,,,,,
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",DOE,High school,"09,SE",Jul 1 2013,455 SOUTHERN BLVD,BRONX,NY,10455,KRISTIN CAHILL GARCIA,7,B,A,C,B,.,C,A,A,,,,,,,,
07X277,P.S. 277,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1999,519 ST ANNS AVENUE,BRONX,NY,10455,SAGRARIO JORGE,7,C,B,F,C,.,F,C,C,,,,,,,,
07X296,South Bronx Academy for Applied Media,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2005,778 FOREST AVENUE,BRONX,NY,10456,ROSHONE AULT,7,B,B,B,C,.,D,C,B,,,,,,,,
07X298,Academy of Public Relations,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2005,778 FOREST AVENUE,BRONX,NY,10456,AMY ANDINO,7,B,A,C,B,.,C,B,C,,,,,,,,
07X321,Crotona Academy High School,DOE,High school,"09,10,11,12",Sep 8 2004,639 ST. ANNS AVENUE,BRONX,NY,10455,Anthony W. Harris,7,C,C,C,F,.,C,C,B,,,,,,,,
07X334,International Community High School,DOE,High school,"09,10,11,12",Jul 1 2006,345 BROOK AVENUE,BRONX,NY,10454,BERENA CABARCAS,7,B,B,B,B,.,A,F,C,,,,,,,,
07X343,Academy of Applied Mathematics and Technology,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2005,345 BROOK AVENUE,BRONX,NY,10454,Vincent Gassetto,7,,,,,.,D,C,C,,,,,,,,
07X359,Concourse Village Elementary School,DOE,Elementary,"PK,0K,01,02,SE",Jul 1 2013,750 CONCOURSE VILLAGE WEST,BRONX,NY,10451,Alexa Sorden,7,B,A,C,C,.,D,C,C,,,,,,,,
07X369,Young Leaders Elementary School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 2008,468 EAST 140 STREET,BRONX,NY,10454,Jaleelah Cooke,7,A,A,A,B,B,A,A,A,,,,,,,,
07X379,Jill Chaifetz Transfer High School,DOE,High school,"09,10,11,12",Jul 1 2007,778 FOREST AVENUE,BRONX,NY,10456,ANNE FENNELLY,7,A,A,B,B,.,B,B,A,,,,,,,,
07X381,Bronx Haven High School,DOE,High school,"09,10,11,12,SE",Jul 1 2008,333 EAST 151 STREET,BRONX,NY,10451,LUCINDA MENDEZ,7,A,A,C,D,.,B,D,B,,,,,,,,
07X385,Performance School,DOE,Elementary,"03,04,05,SE",Jul 1 2008,750 CONCOURSE VILLAGE WEST,BRONX,NY,10451,Kimberly Shelley,7,B,B,B,B,.,C,F,C,,,,,,,,
07X427,Community School for Social Justice,DOE,High school,"09,10,11,12,SE",Jul 1 2001,350 GERARD AVENUE,BRONX,NY,10451,Sue-Ann Rosch,7,C,C,C,D,.,B,A,A,,,,,,,,
07X473,Mott Haven Village Preparatory High School,DOE,High school,"09,10,11,12,SE",Jul 1 2001,701 ST. ANNS AVENUE,BRONX,NY,10455,Melanie Williams,7,C,C,C,B,.,A,A,A,,,,,,,,
07X495,University Heights Secondary School,DOE,High school,"09,10,11,12,SE",Jun 5 1996,701 ST. ANNS AVENUE,BRONX,NY,10455,HAZEL JOSEPH ROSEBORO,7,C,C,C,A,D,B,C,D,,,,,,,,
07X500,Hostos-Lincoln Academy of Science,DOE,Secondary School,"06,07,08,09,10,11,12,SE",Jun 5 1996,600 SAINT ANN'S AVENUE,BRONX,NY,10455,NICHOLAS PAARLBERG,7,D,D,D,C,D,B,A,B,,,,,,,,
07X520,Foreign Language Academy of Global Studies,DOE,High school,"09,10,11,12,SE",Jun 5 1996,470 JACKSON AVENUE,BRONX,NY,10455,LEBA COLLINS AUGONE,7,B,B,B,A,.,A,A,A,,,,,,,,
07X522,Bronx Design and Construction Academy,DOE,High school,"09,10,11,12,SE",Jul 1 2011,333 EAST 151 STREET,BRONX,NY,10451,Matthew Williams,7,C,B,C,C,.,D,D,D,,,,,,,,
07X527,Bronx Leadership Academy II High School,DOE,High school,"09,10,11,12,SE",Jul 1 2001,730 CONCOURSE VILLAGE WEST,BRONX,NY,10451,KATHERINE CALLAGHAN,7,B,B,C,A,C,C,C,B,,,,,,,,
07X547,New Explorers High School,DOE,High school,"09,10,11,12,SE",Jul 1 2003,730 CONCOURSE VILLAGE WEST,BRONX,NY,10451,JACOB HOBSON,7,B,C,C,B,B,C,C,B,,,,,,,,
07X548,Urban Assembly School for Careers in Sports,DOE,High school,"09,10,11,12,SE",Jul 1 2003,730 CONCOURSE VILLAGE WEST,BRONX,NY,10451,Johanny Garcia,7,,,,,.,D,C,C,,,,,,,,
07X551,The Urban Assembly Bronx Academy of Letters,DOE,Secondary School,"06,07,08,09,10,11,12,SE",Jul 1 2003,339 MORRIS AVENUE,BRONX,NY,10451,JEFFREY GARRETT,7,B,B,B,B,B,B,C,A,,,,,,,,
07X557,Mott Haven Community High School,DOE,High school,"09,10,11,SE",Jul 1 2012,455 SOUTHERN BLVD,BRONX,NY,10455,Helene Spadaccini,7,C,B,C,C,B,B,A,A,,,,,,,,
07X600,Alfred E. Smith Career and Technical Education High School,DOE,High school,"09,10,11,12,SE",Jul 1 1932,333 EAST 151 STREET,BRONX,NY,10451,Evan Schwartz,7,D,C,F,C,C,B,B,B,,,,,,,,
07X655,Samuel Gompers Career and Technical Education High School,DOE,High school,"09,10,11,12,SE",Jul 1 1935,455 SOUTHERN BLVD,BRONX,NY,10455,JOYCE MILLS KITTRELL,7,B,B,B,B,B,A,A,A,,,,,,,,
07X670,Health Opportunities High School,DOE,High school,"09,10,11,12,SE",Jun 5 1996,350 GERARD AVENUE,BRONX,NY,10451,Julie Mchedlishvili,7,D,D,C,D,.,B,C,A,,,,,,,,
08X014,P.S. X014 Senator John Calandra,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1928,3041 BRUCKNER BOULEVARD,BRONX,NY,10461,Ira Schulman,8,B,B,B,C,A,B,B,B,,,,,,,,
08X036,P.S. 036 Unionport,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1901,1070 CASTLE HILL AVENUE,BRONX,NY,10472,Elvira Maresca,8,C,C,C,C,B,C,C,C,,,,,,,,
08X048,P.S. 048 Joseph R. Drake,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1916,1290 SPOFFORD AVENUE,BRONX,NY,10474,ROXANNE CARDONA,8,.,.,.,.,.,,,,,,,,,,,
08X062,P.S. 062 Inocensio Casanova,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1922,660 FOX STREET,BRONX,NY,10455,LISA MANFREDONIA,8,B,B,C,B,C,C,B,B,,,,,,,,
08X069,P.S. 069 Journey Prep School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,560 THIERIOT AVENUE,BRONX,NY,10473,SHEILA DURANT,8,B,B,C,B,F,B,B,D,,,,,,,,
08X071,P.S. 071 Rose E. Scala,DOE,K-8,"0K,01,02,03,04,05,06,07,08,SE",Jul 1 1925,3040 ROBERTS AVENUE,BRONX,NY,10461,Phyllis Calzolaio,8,C,C,C,C,C,B,A,A,,,,,,,,
08X072,P.S. 072 Dr. William Dorney,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1925,2951 DEWEY AVENUE,BRONX,NY,10465,MARGARITA COLON,8,F,F,D,C,.,B,C,B,,,,,,,,
08X075,P.S. 75 School of Research and Discovery,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1924,984 FAILE STREET,BRONX,NY,10459,Marines Arrieta-Cruz,8,A,B,A,C,A,B,A,A,,,,,,,,
08X093,P.S. 093 Albert G. Oliver,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1930,1535 STORY AVENUE,BRONX,NY,10473,JONATHAN KAPLAN,8,.,.,.,.,.,,,,,,,,,,,
08X100,P.S. 100 Isaac Clason,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1961,800 TAYLOR AVENUE,BRONX,NY,10473,CHAD ADAM ALTMAN,8,C,C,C,C,C,B,C,C,,,,,,,,
08X101,M.S. X101 Edward R. Byrne,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1957,2750 LAFAYETTE AVENUE,BRONX,NY,10465,Jared Rosoff,8,.,.,.,.,.,,F,C,,,,,,,,
08X107,P.S. 107,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1937,1695 SEWARD AVENUE,BRONX,NY,10473,Katherine Hamm,8,C,D,B,B,A,C,B,B,,,,,,,,
08X119,P.S. 119,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1939,1075 PUGSLEY AVENUE,BRONX,NY,10472,LYDIA TYNER,8,B,B,B,B,.,A,D,C,,,,,,,,
08X123,J.H.S. 123 James M. Kieran,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1953,1025 MORRISON AVENUE,BRONX,NY,10472,Tyra Williams,8,A,A,A,B,.,B,B,B,,,,,,,,
08X125,J.H.S. 125 Henry Hudson,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1952,1111 PUGSLEY AVENUE,BRONX,NY,10472,LORI ANNE DIMARCO EVANKO,8,B,B,B,C,.,A,A,B,,,,,,,,
08X130,P.S. 130 Abram Stevens Hewitt,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1956,750 PROSPECT AVENUE,BRONX,NY,10455,LOURDES VELAZQUEZ,8,C,C,C,B,.,B,A,B,,,,,,,,
08X131,J.H.S. 131 Albert Einstein,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1966,885 BOLTON AVENUE,BRONX,NY,10473,Monique Mason,8,A,A,A,B,.,A,A,A,,,,,,,,
08X138,P.S. 138 Samuel Randall,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1958,2060 LAFAYETTE AVENUE,BRONX,NY,10473,Lorraine Carrol-Dawkins,8,B,B,B,C,.,B,C,C,,,,,,,,
08X140,P.S. X140 The Eagle School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1957,916 EAGLE AVENUE,BRONX,NY,10456,PAUL CANNON,8,C,C,B,C,.,B,C,C,,,,,,,,
08X146,P.S. 146 Edward Collins,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1958,968 CAULDWELL AVENUE,BRONX,NY,10456,JANET-ANN SANDERSON,8,B,B,B,C,.,B,A,B,,,,,,,,
08X152,P.S. 152 Evergreen,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1975,1007 EVERGREEN AVENUE,BRONX,NY,10472,FRANCES LYNCH,8,A,A,B,B,.,A,A,B,,,,,,,,
08X182,P.S. 182,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1977,601 STICKBALL BOULEVARD,BRONX,NY,10473,Anne O'Grady,8,C,C,C,C,.,C,B,C,,,,,,,,
08X269,Bronx Studio School for Writers and Artists,DOE,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE",Sep 8 2004,928 SIMPSON STREET,BRONX,NY,10459,DAVID VAZQUEZ,8,C,F,B,B,.,C,B,C,,,,,,,,
08X282,Women's Academy of Excellence,DOE,High school,"09,10,11,12,SE",Sep 8 2004,456 WHITE PLAINS ROAD,BRONX,NY,10473,ARNETTE CROCKER,8,C,B,D,C,.,C,C,D,,,,,,,,
08X293,Renaissance High School for Musical Theater & Technology,DOE,High school,"09,10,11,12,SE",Sep 8 2004,3000 EAST TREMONT AVENUE,BRONX,NY,10461,MARIA N HERRERA,8,D,D,C,C,.,B,B,C,,,,,,,,
08X295,Gateway School for Environmental Research and Technology,DOE,High school,"09,10,11,12",Sep 8 2004,1980 LAFAYETTE AVENUE,BRONX,NY,10473,,8,C,C,C,C,.,C,B,A,,,,,,,,
08X301,M.S. 301 Paul L. Dunbar,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2001,890 CAULDWELL AVENUE,BRONX,NY,10456,BENJAMIN BASILE,8,B,B,D,D,.,F,C,B,,,,,,,,
08X302,M.S. 302 Luisa Dessus Cruz,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2001,681 KELLY STREET,BRONX,NY,10455,LIZA ORTIZ,8,B,B,C,B,.,B,C,C,,,,,,,,
08X304,P.S. 304 Early Childhood School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 2001,2750 LAFAYETTE AVENUE,BRONX,NY,10465,JOSEPH NOBILE,8,B,B,C,B,.,C,C,C,,,,,,,,
08X305,Pablo Neruda Academy,DOE,High school,"09,10,11,12,SE",Sep 8 2004,1980 LAFAYETTE AVENUE,BRONX,NY,10473,David Liu,8,B,B,B,C,.,C,C,C,,,,,,,,
08X312,Millennium Art Academy,DOE,High school,"09,10,11,12,SE",Sep 8 2004,1980 LAFAYETTE AVENUE,BRONX,NY,10473,HERMAN GUY,8,C,C,D,C,.,C,C,C,,,,,,,,
08X320,Pelham Lab High School,DOE,High school,"09,SE",Jul 1 2013,3000 EAST TREMONT AVENUE,BRONX,NY,10461,JASON WAGNER,8,D,F,D,B,.,C,B,C,,,,,,,,
08X332,Holcombe L. Rucker School of Community Research,DOE,High school,"09,10,11,12,SE",Jul 1 2006,965 LONGWOOD AVENUE,BRONX,NY,10459,SHARIF RUCKER,8,C,C,B,C,.,A,A,A,,,,,,,,
08X333,P.S. 333 - The Museum School,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Sep 8 2004,888 REV J A POLITE AVE,BRONX,NY,10459,Arthur Brown,8,B,B,B,C,.,B,B,B,,,,,,,,
08X335,The Academy of the Arts,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Sep 8 2004,888 REV J A POLITE AVE,BRONX,NY,10459,Glorimer Lopez,8,C,B,C,C,.,B,C,C,,,,,,,,
08X337,The School for Inquiry and Social Justice,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Sep 8 2004,1025 MORRISON AVENUE,BRONX,NY,10472,Andrea Cyprys,8,B,B,B,C,D,,,,,,,,,,,
08X348,Schuylerville Preparatory High School,DOE,High school,"09,SE",Jul 1 2013,3000 EAST TREMONT AVENUE,BRONX,NY,10461,ROBERTO OSSORIO,8,D,C,B,F,B,C,B,C,,,,,,,,
08X349,Bronx River High School,DOE,High school,"09,SE",Jul 1 2013,3000 EAST TREMONT AVENUE,BRONX,NY,10461,GREGORY FUCHECK,8,A,B,B,A,C,B,B,A,,,,,,,,
08X366,Urban Assembly Academy of Civic Engagement,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2007,650 HOLLYWOOD AVENUE,BRONX,NY,10465,Mary anne Sheppard,8,.,.,.,.,.,,D,B,,,,,,,,
08X367,"Archimedes Academy for Math, Science and Technology Applications",DOE,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE",Jul 1 2007,456 WHITE PLAINS ROAD,BRONX,NY,10473,MIRIAM LAZAR,8,C,C,C,C,.,C,C,C,,,,,,,,
08X371,Urban Institute of Mathematics,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2007,650 HOLLYWOOD AVENUE,BRONX,NY,10465,JENNIFER JOYNT,8,B,B,A,C,.,C,A,A,,,,,,,,
08X375,The Bronx Mathematics Preparatory School,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2007,456 WHITE PLAINS ROAD,BRONX,NY,10473,Anya Munce,8,B,C,A,B,.,B,B,B,,,,,,,,
08X376,Antonia Pantoja Preparatory Academy: A College Board School,DOE,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE",Jul 1 2007,1980 LAFAYETTE AVENUE,BRONX,NY,10473,NANCY JACQUELINE DIAZ,8,B,B,C,B,C,B,B,B,,,,,,,,
08X377,Bronx Community High School,DOE,High school,"09,10,11,12",Jul 1 2007,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Flora Greenaway,8,B,B,C,B,D,B,A,A,,,,,,,,
08X392,Bronx Delta School,DOE,Elementary,"0K,01,02,03,04,05",Jul 1 2014,650 HOLLYWOOD AVENUE,BRONX,NY,10465,,8,D,D,C,C,D,D,D,C,,,,,,,,
08X405,Herbert H. Lehman High School.,DOE,High school,"09,10,11,12,SE",Jul 1 1972,3000 EAST TREMONT AVENUE,BRONX,NY,10461,R LOBIANCO,8,C,B,F,C,.,C,C,C,,,,,,,,
08X424,The Hunts Point School,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2008,730 BRYANT AVENUE,BRONX,NY,10474,Sonya Johnson,8,C,C,C,C,.,B,B,B,,,,,,,,
08X432,BRONX BRIDGES HIGH SCHOOL,DOE,High school,"09,10,11,12,SE",Jul 1 2010,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Pablo Villavicencio,8,A,A,A,B,.,A,A,A,,,,,,,,
08X448,Soundview Academy for Culture and Scholarship,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2009,885 BOLTON AVENUE,BRONX,NY,10473,WILLIAM FRACKELTON,8,B,B,D,B,.,D,C,C,,,,,,,,
08X452,Bronx Guild,DOE,High school,"09,10,11,12,SE",Jul 1 2001,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Sam Decker,8,F,D,C,F,.,B,B,C,,,,,,,,
08X467,Mott Hall Community School,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 2009,650 HOLLYWOOD AVENUE,BRONX,NY,10465,Juana Rosario,8,.,.,.,.,.,,,,,,,,,,,
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",DOE,High school,"09,10,11,12,SE",Sep 8 2004,1440 STORY AVENUE,BRONX,NY,10473,Ms. Grismaldy Laboy-Wilson,8,F,F,C,B,.,B,B,B,,,,,,,,
08X530,Banana Kelly High School,DOE,High school,"09,10,11,12,SE",Apr 29 1997,965 LONGWOOD AVENUE,BRONX,NY,10459,Charlette Pope,8,C,B,C,D,.,F,C,C,,,,,,,,
08X537,Bronx Arena High School,DOE,High school,"09,10,11,12",Jul 1 2011,1440 STORY AVENUE,BRONX,NY,10473,Ty Cesene,8,B,A,B,F,.,D,B,C,,,,,,,,
08X558,Westchester Square Academy,DOE,High school,"09,10,SE",Jul 1 2012,3000 EAST TREMONT AVENUE,BRONX,NY,10461,Sara Dingledy,8,.,.,.,.,.,,,,,,,,,,,
08X559,School for Tourism and Hospitality,DOE,High school,"09,10,SE",Jul 1 2012,900 TINTON AVENUE,BRONX,NY,10456,Brian Condon,8,C,D,B,A,C,C,B,C,,,,,,,,
08X561,Bronx Compass High School,DOE,High school,"09,10,SE",Jul 1 2012,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Stacy Mccoy,8,F,D,D,D,B,D,F,F,,,,,,,,
08X562,Blueprint Middle School,DOE,Junior High-Intermediate-Middle,"06,07,SE",Jul 1 2012,1111 PUGSLEY AVENUE,BRONX,NY,10472,TYNEKA HARRINGTON,8,B,A,B,B,B,B,A,A,,,,,,,,
08X650,Jane Addams High School for Academic Careers,DOE,High school,"09,10,11,12,SE",Jul 1 1937,900 TINTON AVENUE,BRONX,NY,10456,"DIBARTOLOMEO, JOEL",8,C,C,C,C,.,C,C,B,,,,,,,,
09X004,P.S./M.S. 004 Crotona Park West,DOE,K-8,"0K,01,02,03,04,05,06,07,08,SE",Jul 1 1897,1701 FULTON AVENUE,BRONX,NY,10457,VINCENT RESTO,9,.,.,.,.,.,,,,,,,,,,,
09X011,P.S. 011 Highbridge,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1890,1257 OGDEN AVENUE,BRONX,NY,10452,JOAN KONG,9,A,A,B,B,.,B,D,.,,,,,,,,
09X022,J.H.S. 022 Jordan L. Mott,DOE,Junior High-Intermediate-Middle,"06,07,08,SE",Jul 1 1949,270 EAST 167 STREET,BRONX,NY,10456,Edgar Lin,9,B,C,C,C,B,A,B,C,,,,,,,,
09X028,P.S. 028 Mount Hope,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1897,1861 ANTHONY AVENUE,BRONX,NY,10457,Stephen Beckles,9,B,C,B,B,.,C,B,.,,,,,,,,
09X035,P.S. 035 Franz Siegel,DOE,Elementary,"0K,01,02,03,04,05,SE",Jul 1 1903,261 EAST 163 STREET,BRONX,NY,10451,GRACIELA NAVARRO,9,D,C,D,A,D,C,D,F,,,,,,,,
09X042,P.S. 042 Claremont,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1906,1537 WASHINGTON AVENUE,BRONX,NY,10457,LUCIA ORDUZ CASTILLO,9,D,C,C,A,D,C,B,C,,,,,,,,
09X053,P.S. 053 Basheer Quisim,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1914,360 EAST 168 STREET,BRONX,NY,10456,DR. COLLIN WOLFE,9,D,C,D,D,D,C,C,D,,,,,,,,
09X055,P.S. 055 Benjamin Franklin,DOE,Elementary,"PK,0K,01,02,03,04,05,SE",Jul 1 1916,450 SAINT PAUL'S PLACE,BRONX,NY,10456,LUIS TORRES,9,.,.,.,.,.,,,,,,,,,,,
